report_name,report_token,report_url,space_name,owner,creator,last_run_at,days_since_last_run,is_archived,query_count,data_source_count,purity,pure_source,data_sources,has_dead_source
,13d03dd8ed57,https://app.mode.com/editor/ecooltra706/reports/13d03dd8ed57,Personal,ecooltra706,pulgarin2024,2025-04-02T13:33:26.746Z,437,no,1,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
,b113e7f36810,https://app.mode.com/editor/ecooltra706/reports/b113e7f36810,Personal,ecooltra706,pulgarin2024,2025-04-07T15:21:20.039Z,432,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
,6fe7bda4991e,https://app.mode.com/editor/ecooltra706/reports/6fe7bda4991e,Personal,ecooltra706,pulgarin2024,2025-04-08T13:38:18.855Z,431,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
,32c7a4dbc875,https://app.mode.com/editor/ecooltra706/reports/32c7a4dbc875,Personal,ecooltra706,pulgarin2024,2025-04-14T09:47:33.638Z,426,no,2,2,mixed,,ETENDO PRO Replica lectura; ZEUS - PRO,no
[B2C-ST] ANALYSIS-Online bookings-When are being created?,579587b221d5,https://app.mode.com/editor/ecooltra706/reports/579587b221d5,[B2C-ST] ST reporting,ecooltra706,omarimon,2025-04-14T16:56:55.059Z,425,no,0,0,sense_queries,,,no
,dff2ab3c3a55,https://app.mode.com/editor/ecooltra706/reports/dff2ab3c3a55,Personal,ecooltra706,pulgarin2024,2025-04-15T15:25:45.713Z,424,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Top_Market,e3f4e19be2e5,https://app.mode.com/editor/ecooltra706/reports/e3f4e19be2e5,MNC_Partners_solo_web,ecooltra706,modehq,2025-04-20T22:16:44.942Z,419,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
zoho_tickets,4d2a22641e73,https://app.mode.com/editor/ecooltra706/reports/4d2a22641e73,Personal,ecooltra706,pulgarin2024,2025-04-22T15:27:50.247Z,417,no,1,1,pure,Snowflake,Snowflake,no
,7e4d8efb4c00,https://app.mode.com/editor/ecooltra706/reports/7e4d8efb4c00,Personal,ecooltra706,pulgarin2024,2025-04-22T13:24:57.210Z,417,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
,e02937ea2ae4,https://app.mode.com/editor/ecooltra706/reports/e02937ea2ae4,Personal,ecooltra706,pulgarin2024,2025-04-25T09:30:51.054Z,415,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
,0498f657fd23,https://app.mode.com/editor/ecooltra706/reports/0498f657fd23,Personal,ecooltra706,pulgarin2024,2025-04-28T09:07:05.285Z,412,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
,8b966665b21b,https://app.mode.com/editor/ecooltra706/reports/8b966665b21b,Personal,ecooltra706,pulgarin2024,2025-04-29T11:03:38.608Z,411,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
,e0455e93ce92,https://app.mode.com/editor/ecooltra706/reports/e0455e93ce92,Personal,ecooltra706,pulgarin2024,2025-05-02T07:34:28.766Z,408,no,1,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
,85c2bb3a3b21,https://app.mode.com/editor/ecooltra706/reports/85c2bb3a3b21,Personal,ecooltra706,pulgarin2024,2025-05-07T09:15:17.389Z,403,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
,69125eb099b1,https://app.mode.com/editor/ecooltra706/reports/69125eb099b1,Personal,ecooltra706,pulgarin2024,2025-05-13T10:40:12.735Z,397,no,1,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
,82afb98e57e7,https://app.mode.com/editor/ecooltra706/reports/82afb98e57e7,Personal,ecooltra706,pulgarin2024,2025-05-12T17:53:45.805Z,397,no,1,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
MNC_Datos_de_cobro,da8eadce9ce3,https://app.mode.com/editor/ecooltra706/reports/da8eadce9ce3,MNC_Reports,ecooltra706,modehq,2025-05-15T05:03:52.099Z,395,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Unpaid invoices - debtors position,c4032a6a7e2d,https://app.mode.com/editor/ecooltra706/reports/c4032a6a7e2d,[ZEUS] HQ Finance,ecooltra706,fabiofacchini,2025-05-19T14:29:45.054Z,390,no,3,1,pure,Snowflake,Snowflake,no
Etendo Fact,1ecaea5ba83f,https://app.mode.com/editor/ecooltra706/reports/1ecaea5ba83f,Personal,ecooltra706,pulgarin2024,2025-05-26T11:09:13.679Z,384,no,1,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
Insert data,c0ba2bfe0b61,https://app.mode.com/editor/ecooltra706/reports/c0ba2bfe0b61,Personal,ecooltra706,pulgarin2024,2025-05-27T09:46:07.617Z,383,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
SB_Análisis_códigos_descuento,bd97768d7a19,https://app.mode.com/editor/ecooltra706/reports/bd97768d7a19,MNC_Reports,ecooltra706,modehq,2025-05-31T16:05:45.880Z,378,no,4,2,mixed,,ETENDO PRO Replica lectura; ZEUS - PRO,no
[Zeus] Current Idle Time,6fcd456fef11,https://app.mode.com/editor/ecooltra706/reports/6fcd456fef11,[ZEUS] City Managers,ecooltra706,lluiscarreras,2025-06-03T14:38:09.560Z,375,no,6,1,pure,ZEUS - PRO,ZEUS - PRO,no
Active contracts Baleares,1ba7af656bfb,https://app.mode.com/editor/ecooltra706/reports/1ba7af656bfb,OB,ecooltra706,fabiofacchini,2025-06-10T07:12:36.998Z,369,no,2,1,pure,Snowflake,Snowflake,no
Comparación de reservas 25 vs 24,e85a746b89d5,https://app.mode.com/editor/ecooltra706/reports/e85a746b89d5,MNC_Reports,ecooltra706,modehq,2025-07-08T03:20:03.330Z,341,no,3,1,pure,ZEUS - PRO,ZEUS - PRO,no
Segmento de clientes,a76d057a44d8,https://app.mode.com/editor/ecooltra706/reports/a76d057a44d8,MNC_Reports,ecooltra706,modehq,2025-07-21T15:35:35.680Z,327,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Comparación:reservas por día,eef15faf7c1a,https://app.mode.com/editor/ecooltra706/reports/eef15faf7c1a,MNC_Reports,ecooltra706,modehq,2025-07-26T06:17:01.836Z,323,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
[COLABORADORES]  MNC_Sidetour,829739080ef6,https://app.mode.com/editor/ecooltra706/reports/829739080ef6,MNC_Colaboradores Y TIENDAS,ecooltra706,modehq,2025-07-31T10:50:41.428Z,318,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
MNC_Ocupación_por_SP (Logística),411da1d4efc3,https://app.mode.com/editor/ecooltra706/reports/411da1d4efc3,MNC_Reports,ecooltra706,modehq,2025-08-06T07:53:03.105Z,312,no,6,1,pure,ZEUS - PRO,ZEUS - PRO,no
IBIZA_Flota_ubicación_Venus,7a54161b7935,https://app.mode.com/editor/ecooltra706/reports/7a54161b7935,IBIZA_Reports,ecooltra706,modehq,2025-08-07T10:56:17.659Z,311,si,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
MNC_BBDD_IA,15d2a484506c,https://app.mode.com/editor/ecooltra706/reports/15d2a484506c,MNC_Reports,ecooltra706,modehq,2025-08-13T13:15:10.038Z,304,no,3,1,pure,ZEUS - PRO,ZEUS - PRO,no
Flota_ubicación_Venus,139bd9774aaa,https://app.mode.com/editor/ecooltra706/reports/139bd9774aaa,MNC_Reports,ecooltra706,modehq,2025-08-24T05:24:43.688Z,294,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
Price is 0,d02b7ad4e4f5,https://app.mode.com/editor/ecooltra706/reports/d02b7ad4e4f5,Personal,ecooltra706,omarimon,2025-09-03T11:37:20.767Z,284,no,1,1,pure,Snowflake,Snowflake,no
Facturación Menorca,a7d37e0a23b8,https://app.mode.com/editor/ecooltra706/reports/a7d37e0a23b8,MNC_Reports,ecooltra706,modehq,2025-09-19T05:21:27.139Z,268,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
MNC_Ocupación,3df67dafa6c6,https://app.mode.com/editor/ecooltra706/reports/3df67dafa6c6,MNC_Reports,ecooltra706,modehq,2025-09-22T10:29:29.646Z,265,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Daños_cobrados_MNC,ef68ce17261a,https://app.mode.com/editor/ecooltra706/reports/ef68ce17261a,MNC_Reports,ecooltra706,modehq,2025-09-22T10:30:21.319Z,265,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[COLABORADORES] Apartamentos OASIS,1c4d7dbe33c4,https://app.mode.com/editor/ecooltra706/reports/1c4d7dbe33c4,MNC_Colaboradores Y TIENDAS,ecooltra706,modehq,2025-09-24T11:10:46.416Z,263,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
[OB] CONTRATOS B2B/B2C LT ACTIVOS / FECHA FINALIZACIÓN,8cb90bec647d,https://app.mode.com/editor/ecooltra706/reports/8cb90bec647d,OB,ecooltra706,kseniya,2025-09-26T10:52:17.605Z,261,no,4,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
Report_Stop_Sales,6f1164e22737,https://app.mode.com/editor/ecooltra706/reports/6f1164e22737,MNC_Reports,ecooltra706,modehq,2025-10-03T05:03:12.292Z,254,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[COLABORADORES] MNC_Hoteles_Mahón_revisar,a929e6175b93,https://app.mode.com/editor/ecooltra706/reports/a929e6175b93,MNC_Colaboradores Y TIENDAS,ecooltra706,modehq,2025-10-06T05:28:20.016Z,251,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[COLABORADORES] MNC_Son_Parc,30d2ddb5de9c,https://app.mode.com/editor/ecooltra706/reports/30d2ddb5de9c,MNC_Colaboradores Y TIENDAS,ecooltra706,modehq,2025-10-06T05:26:23.643Z,251,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ETENDO] PART 1 - Amortizaciones - Listado errores,89c662e580dd,https://app.mode.com/editor/ecooltra706/reports/89c662e580dd,[ETENDO] Amortizations,ecooltra706,omarimon,2025-10-09T13:53:36.692Z,247,no,5,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
Read from sharepoint,133eadfc25a0,https://app.mode.com/editor/ecooltra706/reports/133eadfc25a0,Export data,ecooltra706,fabiofacchini,2025-10-17T12:09:31.574Z,240,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
New App - Análisis permisos fuera EEE,243effdf4526,https://app.mode.com/editor/ecooltra706/reports/243effdf4526,Personal,ecooltra706,omarimon,2025-10-24T05:43:06.873Z,233,no,6,1,pure,ZEUS - PRO,ZEUS - PRO,no
,1e009c40d437,https://app.mode.com/editor/ecooltra706/reports/1e009c40d437,Personal,ecooltra706,arnau_mcp,2025-11-03T11:54:51.192Z,223,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Load cecos ops,d830ef0c6e67,https://app.mode.com/editor/ecooltra706/reports/d830ef0c6e67,Export data,ecooltra706,pulgarin2024,2025-11-04T01:07:57.189Z,222,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Clima ciudades,4ee03bd9d848,https://app.mode.com/editor/ecooltra706/reports/4ee03bd9d848,Export data,ecooltra706,pulgarin2024,2025-11-05T23:04:15.903Z,220,no,1,1,pure,Snowflake,Snowflake,no
,4a6ffe73bfb7,https://app.mode.com/editor/ecooltra706/reports/4a6ffe73bfb7,Personal,ecooltra706,arnau_mcp,2025-11-10T08:05:28.149Z,216,no,1,1,pure,Snowflake,Snowflake,no
PR decisio gaia o zoho,2918a357333c,https://app.mode.com/editor/ecooltra706/reports/2918a357333c,Personal,ecooltra706,omarimon,2025-11-17T16:38:56.719Z,208,no,3,1,pure,Snowflake,Snowflake,no
,492386f1c288,https://app.mode.com/editor/ecooltra706/reports/492386f1c288,Personal,ecooltra706,arnau_mcp,2025-11-20T11:40:33.236Z,206,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
First rental - Last rental months,fb8f434d2002,https://app.mode.com/editor/ecooltra706/reports/fb8f434d2002,Personal,ecooltra706,arnau_mcp,2025-11-28T12:23:14.248Z,198,no,1,1,pure,Snowflake,Snowflake,no
REAL DECRETO BARCELONA,d4e8ba714f13,https://app.mode.com/editor/ecooltra706/reports/d4e8ba714f13,Export data,ecooltra706,pulgarin2024,2025-12-01T12:10:58.045Z,195,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
New App Payment analysis,cc9e238a1498,https://app.mode.com/editor/ecooltra706/reports/cc9e238a1498,Personal,ecooltra706,omarimon,2025-12-05T11:14:56.892Z,191,no,6,1,pure,ZEUS - PRO,ZEUS - PRO,no
VMoto charging cabinets,50f2ac6ab393,https://app.mode.com/editor/ecooltra706/reports/50f2ac6ab393,DATA,ecooltra706,fabiofacchini,2025-12-10T13:58:23.841Z,185,no,1,1,pure,Snowflake,Snowflake,no
Aruba files,c92422bcf597,https://app.mode.com/editor/ecooltra706/reports/c92422bcf597,Export data,ecooltra706,pulgarin2024,2025-12-12T12:42:04.478Z,183,no,2,2,mixed,,ETENDO PRO Replica lectura; ZEUS - PRO,no
% de rentals Closed / Completed por telemática y ciudad,ce9f776ac9cd,https://app.mode.com/editor/ecooltra706/reports/ce9f776ac9cd,Personal,ecooltra706,omarimon,2025-12-15T11:45:56.787Z,181,no,4,2,mixed,,Snowflake; ZEUS - PRO,no
[Wallet] Frecuencia rentals por new rider,0d352d81db49,https://app.mode.com/editor/ecooltra706/reports/0d352d81db49,Personal,ecooltra706,omarimon,2025-12-15T10:28:57.727Z,181,no,1,1,pure,Snowflake,Snowflake,no
[ZEUS] PARIS - Arrondissements data,fcec897c62a5,https://app.mode.com/editor/ecooltra706/reports/fcec897c62a5,++ City Managers,ecooltra706,lluiscarreras,2025-12-18T14:03:07.660Z,177,no,6,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ZEUS][SWA/SINGLE] Swapping analysis,51b61bbc3208,https://app.mode.com/editor/ecooltra706/reports/51b61bbc3208,[ZEUS] City Managers,ecooltra706,fabiofacchini,2025-12-18T13:53:26.480Z,177,no,4,1,pure,ZEUS - PRO,ZEUS - PRO,no
,7fef71047fe3,https://app.mode.com/editor/ecooltra706/reports/7fef71047fe3,Personal,ecooltra706,arnau_mcp,2026-01-07T08:45:21.997Z,158,no,0,0,sense_queries,,,no
[ZEUS] [OFFICIAL] ACTIVATIONS REPORT,eeba4c22e986,https://app.mode.com/editor/ecooltra706/reports/eeba4c22e986,[ZEUS] HQ Customer Service,ecooltra706,lluiscarreras,2026-01-11T14:10:02.296Z,153,no,10,1,pure,ZEUS - PRO,ZEUS - PRO,no
[FACTURACIÓN]  Daños_cobrados_MNC,bf57c5468acd,https://app.mode.com/editor/ecooltra706/reports/bf57c5468acd,MNC_Alquileres,ecooltra706,modehq,2026-01-14T21:45:02.823Z,150,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Rollout New app Cooltra monitoring,bd9f6914481b,https://app.mode.com/editor/ecooltra706/reports/bd9f6914481b,Personal,ecooltra706,omarimon,2026-01-14T19:14:55.726Z,150,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
Report Barcelona - Datos para la Policía,dd5de79073a7,https://app.mode.com/editor/ecooltra706/reports/dd5de79073a7,OB,ecooltra706,pulgarin2024,2026-01-15T13:01:27.924Z,149,no,2,1,pure,Snowflake,Snowflake,no
[Gaia] New App Monitoring v2,8026d2b7423c,https://app.mode.com/editor/ecooltra706/reports/8026d2b7423c,[GAIA],ecooltra706,omarimon,2026-01-19T07:22:34.200Z,146,no,17,2,mixed,,Snowflake; ZEUS - PRO,no
Cagliari_Ocupación,9d794e8da761,https://app.mode.com/editor/ecooltra706/reports/9d794e8da761,CAGLIARI_Reports,ecooltra706,modehq,2026-01-20T11:11:13.503Z,145,no,3,1,pure,ZEUS - PRO,ZEUS - PRO,no
MNC_Price_List,c91ff0cee9f4,https://app.mode.com/editor/ecooltra706/reports/c91ff0cee9f4,MNC_Reports,ecooltra706,modehq,2026-01-20T12:32:04.324Z,145,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
MNC_Shops_Data,78438f1bb694,https://app.mode.com/editor/ecooltra706/reports/78438f1bb694,MNC_Reports,ecooltra706,modehq,2026-01-20T16:43:25.743Z,144,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
Copy of AMSTERDAM last 14 days,de3055724087,https://app.mode.com/editor/ecooltra706/reports/de3055724087,Personal,ecooltra706,omarimon,2026-01-23T00:02:21.895Z,142,no,4,1,pure,Snowflake,Snowflake,no
Packs Black November 2025,b22dad75cb81,https://app.mode.com/editor/ecooltra706/reports/b22dad75cb81,Personal,ecooltra706,omarimon,2026-01-23T07:52:46.136Z,142,no,4,1,pure,ZEUS - PRO,ZEUS - PRO,no
[ZEUS] Operations shifts (with date selector),e215bf480fe6,https://app.mode.com/editor/ecooltra706/reports/e215bf480fe6,[ZEUS] City Managers,ecooltra706,lluiscarreras,2026-01-30T19:21:02.410Z,134,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
Seguimiento de reservas 25 vs 24 v2,fe53bb2e6aef,https://app.mode.com/editor/ecooltra706/reports/fe53bb2e6aef,MNC_Reports,ecooltra706,modehq,2026-02-02T08:05:47.168Z,132,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
Cassandra test,65c98af171a5,https://app.mode.com/editor/ecooltra706/reports/65c98af171a5,Export data,ecooltra706,pulgarin2024,2026-02-05T15:10:15.573Z,128,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Whatsapp,71e89c9d499c,https://app.mode.com/editor/ecooltra706/reports/71e89c9d499c,MNC_Colaboradores Y TIENDAS,ecooltra706,modehq,2026-02-12T05:25:28.980Z,122,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
MNC_Report_AENA,272510931782,https://app.mode.com/editor/ecooltra706/reports/272510931782,MNC_Colaboradores Y TIENDAS,ecooltra706,modehq,2026-02-11T14:37:18.443Z,122,no,3,1,pure,ZEUS - PRO,ZEUS - PRO,no
Users de HS cerrados CLOSED HS,31b754077740,https://app.mode.com/editor/ecooltra706/reports/31b754077740,[GAIA],ecooltra706,omarimon,2026-02-13T07:02:58.781Z,121,no,1,1,pure,Snowflake,Snowflake,no
[ZEUS] CLOSED RENTALS ANALYSIS,13a5b77d8cca,https://app.mode.com/editor/ecooltra706/reports/13a5b77d8cca,[ZEUS] HQ Customer Service,ecooltra706,omarimon,2026-02-12T12:50:32.043Z,121,no,3,1,pure,ZEUS - PRO,ZEUS - PRO,no
[CLIENTES]Reports de Segmentos y Services Points de reservas Web,27a001a660aa,https://app.mode.com/editor/ecooltra706/reports/27a001a660aa,MNC_Alquileres,ecooltra706,modehq,2026-02-13T16:31:14.442Z,120,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
Rentals errors,cec2f6b479ea,https://app.mode.com/editor/ecooltra706/reports/cec2f6b479ea,Personal,ecooltra706,pulgarin2024,2026-02-20T08:23:42.731Z,114,no,5,2,mixed,,Snowflake; ZEUS - PRO,no
Lista 7653 sin DL Category de MA,c16baa7ef286,https://app.mode.com/editor/ecooltra706/reports/c16baa7ef286,[GAIA],ecooltra706,omarimon,2026-02-23T09:03:27.946Z,111,no,3,1,pure,Snowflake,Snowflake,no
Felyx Accounting,a12fbfaf9fc5,https://app.mode.com/editor/ecooltra706/reports/a12fbfaf9fc5,Export data,ecooltra706,pulgarin2024,2026-02-24T15:57:55.908Z,109,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[Gaia] New App Monitoring,0ae02c97dc3c,https://app.mode.com/editor/ecooltra706/reports/0ae02c97dc3c,[GAIA],ecooltra706,omarimon,2026-02-26T07:38:36.972Z,108,no,14,2,mixed,,Snowflake; ZEUS - PRO,no
[DRAFT] Zoho: CANT FINISH RENTAL,604647a7c1c8,https://app.mode.com/editor/ecooltra706/reports/604647a7c1c8,++ CS team,ecooltra706,fabiofacchini,2026-03-02T16:27:57.731Z,103,no,6,1,pure,Snowflake,Snowflake,no
[Gaia] Monitorización Force Update,24dfd316d64c,https://app.mode.com/editor/ecooltra706/reports/24dfd316d64c,[GAIA],ecooltra706,omarimon,2026-03-04T15:43:23.960Z,101,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[DRAFT-OLD] Reservations investigation,a86d674d8d9e,https://app.mode.com/editor/ecooltra706/reports/a86d674d8d9e,DATA,ecooltra706,pulgarin2024,2026-03-05T09:07:59.147Z,101,no,12,2,mixed,,Snowflake; ZEUS - PRO,no
IA_BBDD_Reseñas+Ventas WSP_MNC,252dcb666ada,https://app.mode.com/editor/ecooltra706/reports/252dcb666ada,MNC_Alquileres,ecooltra706,modehq,2026-03-04T12:58:15.483Z,101,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
MGM analysis,740425937f7c,https://app.mode.com/editor/ecooltra706/reports/740425937f7c,[GAIA],ecooltra706,omarimon,2026-03-05T19:09:18.895Z,100,no,2,1,pure,Snowflake,Snowflake,no
Listado de comentarios,a877d81fc4f5,https://app.mode.com/editor/ecooltra706/reports/a877d81fc4f5,MNC_Flota,ecooltra706,modehq,2026-03-05T16:33:34.145Z,100,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
Milan PayPerRide,bfc81f6acda8,https://app.mode.com/editor/ecooltra706/reports/bfc81f6acda8,[HQ] - Marketing retention,ecooltra706,fabiofacchini,2026-03-09T07:32:12.635Z,97,no,12,2,mixed,,Snowflake; ZEUS - PRO,no
[CS] Zoho_Integration Compensations Analysis - selection dates,bb8bee13d7a6,https://app.mode.com/editor/ecooltra706/reports/bb8bee13d7a6,Personal,ecooltra706,omarimon,2026-03-10T14:10:29.124Z,95,no,4,2,mixed,,Snowflake; ZEUS - PRO,no
[OLD-DRAFT] Checkout errors investigation (includes offline),c35052263494,https://app.mode.com/editor/ecooltra706/reports/c35052263494,DATA,ecooltra706,pulgarin2024,2026-03-12T09:42:48.602Z,94,no,9,1,pure,Snowflake,Snowflake,no
,ea219e0c1ba4,https://app.mode.com/editor/ecooltra706/reports/ea219e0c1ba4,Personal,ecooltra706,arnau_mcp,2026-03-16T09:54:08.754Z,90,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
B2C] Data Download Tool_adaptado_,511ccbfee911,https://app.mode.com/editor/ecooltra706/reports/511ccbfee911,MNC_Alquileres,ecooltra706,modehq,2026-03-16T15:20:48.529Z,89,no,3,1,pure,Snowflake,Snowflake,no
"[TIENDA] Mahón (Camí Ses Rodees), Menorca",d47b07e708c6,https://app.mode.com/editor/ecooltra706/reports/d47b07e708c6,MNC_Colaboradores Y TIENDAS,ecooltra706,modehq,2026-03-20T07:52:03.869Z,86,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[DRAFT] ZOHO investigation ACTIVATED_ANY_VEHICLE_ON_MAP,90821acdb857,https://app.mode.com/editor/ecooltra706/reports/90821acdb857,++ CS team,ecooltra706,omarimon,2026-03-20T16:13:47.430Z,85,no,3,1,pure,Snowflake,Snowflake,no
,9e9fca6ea40d,https://app.mode.com/editor/ecooltra706/reports/9e9fca6ea40d,Personal,ecooltra706,omarimon,2026-03-23T10:55:13.616Z,83,no,2,1,pure,Snowflake,Snowflake,no
[DRAFT] Reservations master report,bd01a7188f83,https://app.mode.com/editor/ecooltra706/reports/bd01a7188f83,++ CS team,ecooltra706,omarimon,2026-03-24T10:05:15.572Z,82,no,5,1,pure,Snowflake,Snowflake,no
Asset Deal Italy,cd492c389857,https://app.mode.com/editor/ecooltra706/reports/cd492c389857,DATA,ecooltra706,pulgarin2024,2026-03-25T13:38:38.442Z,80,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[B2C-ST] DAILY-Online bookings-Units per model and day,348740640b07,https://app.mode.com/editor/ecooltra706/reports/348740640b07,[B2C-ST] ST reporting,ecooltra706,omarimon,2026-03-27T11:08:34.698Z,79,no,0,0,sense_queries,,,no
[PPR] Calculadora uplift demanda,0b8261ac4c83,https://app.mode.com/editor/ecooltra706/reports/0b8261ac4c83,[HQ] - Marketing retention,ecooltra706,fabiofacchini,2026-03-27T09:21:28.228Z,79,no,6,1,pure,Snowflake,Snowflake,no
[Gaia] Wallet data,679f1b2f04f3,https://app.mode.com/editor/ecooltra706/reports/679f1b2f04f3,[GAIA],ecooltra706,fabiofacchini,2026-03-27T13:05:36.794Z,78,no,8,1,pure,Snowflake,Snowflake,no
[PPR] Seguimiento experimento Milan,792d782ce1af,https://app.mode.com/editor/ecooltra706/reports/792d782ce1af,[HQ] - Marketing retention,ecooltra706,fabiofacchini,2026-04-08T13:49:09.138Z,66,no,15,2,mixed,,Snowflake; ZEUS - PRO,no
[DRAFT] ZOHO investigation USER_NOT_LOGGED_MINUTES_PROBLEM_xxx,d559c0a14201,https://app.mode.com/editor/ecooltra706/reports/d559c0a14201,++ CS team,ecooltra706,omarimon,2026-04-13T15:37:36.077Z,61,no,2,1,pure,Snowflake,Snowflake,no
[OB] VALOR ACTUAL CONTRATO,5d22e84d0a8c,https://app.mode.com/editor/ecooltra706/reports/5d22e84d0a8c,OB,ecooltra706,kseniya,2026-04-15T13:22:50.268Z,59,no,2,1,pure,ETENDO PRO Replica lectura,ETENDO PRO Replica lectura,no
Copy of [ZEUS] Shifts,d5d571679d19,https://app.mode.com/editor/ecooltra706/reports/d5d571679d19,Personal,ecooltra706,modehq,2026-04-17T09:51:37.000Z,58,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
[RESERVAS] Ventana _de_reservas,be80758a5543,https://app.mode.com/editor/ecooltra706/reports/be80758a5543,MNC_Alquileres,ecooltra706,modehq,2026-04-20T21:10:00.581Z,54,no,2,1,pure,ZEUS - PRO,ZEUS - PRO,no
,7ff33855a3d3,https://app.mode.com/editor/ecooltra706/reports/7ff33855a3d3,Personal,ecooltra706,pulgarin2024,2026-04-20T16:15:44.279Z,54,no,2,1,pure,Snowflake,Snowflake,no
[COLABORADORES]  MNC_Jumbotour,e5a0aaf80681,https://app.mode.com/editor/ecooltra706/reports/e5a0aaf80681,MNC_Colaboradores Y TIENDAS,ecooltra706,modehq,2026-04-22T11:08:24.691Z,53,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
MNC_Repair y aseguradas,96105d3a6319,https://app.mode.com/editor/ecooltra706/reports/96105d3a6319,MNC_Flota,ecooltra706,modehq,2026-04-21T13:28:55.468Z,53,no,3,1,pure,Snowflake,Snowflake,no
IA_MNC_Repair y aseguradas,bcc27ec28541,https://app.mode.com/editor/ecooltra706/reports/bcc27ec28541,MNC_Flota,ecooltra706,modehq,2026-04-21T13:32:21.632Z,53,no,1,1,pure,Snowflake,Snowflake,no
Report_Stop_Sales_V2,905d32695f4d,https://app.mode.com/editor/ecooltra706/reports/905d32695f4d,MNC_Alquileres,ecooltra706,modehq,2026-04-23T10:58:26.056Z,52,no,1,1,pure,ZEUS - PRO,ZEUS - PRO,no
[RESERVAS] RM_ Forecasting & Demand Reports,e094051dedab,https://app.mode.com/editor/ecooltra706/reports/e094051dedab,MNC_Alquileres,ecooltra706,modehq,2026-04-23T09:06:35.562Z,52,no,4,1,pure,ZEUS - PRO,ZEUS - PRO,no
2G/4G investigation,50838bde47fb,https://app.mode.com/editor/ecooltra706/reports/50838bde47fb,[TELEMATICS] Internal,ecooltra706,modehq,2026-04-27T07:59:42.347Z,48,no,1,1,pure,Snowflake,Snowflake,no
BBDD_Por Segmentos_Todos,5ca256cbc7b2,https://app.mode.com/editor/ecooltra706/reports/5ca256cbc7b2,MNC_Alquileres,ecooltra706,modehq,2026-04-27T11:05:42.292Z,48,no,7,1,pure,ZEUS - PRO,ZEUS - PRO,no
